タイムスタンプ	商品名	商品URL	商品画像URL	価格	カテゴリ	商品について、それぞれの単語がどのぐらい当てはまるかどうか入力 [シンプル]	商品について、それぞれの単語がどのぐらい当てはまるかどうか入力 [かわいい]	商品について、それぞれの単語がどのぐらい当てはまるかどうか入力 [実用的・便利]	商品について、それぞれの単語がどのぐらい当てはまるかどうか入力 [かっこいい]	商品について、それぞれの単語がどのぐらい当てはまるかどうか入力 [小さい/大きい]	商品について、それぞれの単語がどのぐらい当てはまるかどうか入力 [ファビュラス]	商品について、それぞれの単語がどのぐらい当てはまるかどうか入力 [子供っぽい/大人っぽい]	商品について、それぞれの単語がどのぐらい当てはまるかどうか入力 [キラキラ]	商品について、それぞれの単語がどのぐらい当てはまるかどうか入力 [おもしろ]	商品について、それぞれの単語がどのぐらい当てはまるかどうか入力 [軽い/重い]	商品について、それぞれの単語がどのぐらい当てはまるかどうか入力 [和風]	商品について、それぞれの単語がどのぐらい当てはまるかどうか入力 [モダン/レトロ]	商品について、それぞれの単語がどのぐらい当てはまるかどうか入力 [流行りの]	商品について、それぞれの単語がどのぐらい当てはまるかどうか入力 [女性向け/男性向け]	商品について、それぞれの単語がどのぐらい当てはまるかどうか入力 [高級]	商品について、それぞれの単語がどのぐらい当てはまるかどうか入力 [デザイン重視]	商品について、それぞれの単語がどのぐらい当てはまるかどうか入力 [使い心地重視]	商品について、それぞれの単語がどのぐらい当てはまるかどうか入力 [ユニーク]	商品について、それぞれの単語がどのぐらい当てはまるかどうか入力 [手作り]
2024/03/17 23:23:15	山崎実業(Yamazaki) マグネットツーウェイディスペンサー	https://www.amazon.co.jp/%E5%B1%B1%E5%B4%8E%E5%AE%9F%E6%A5%AD-Yamazaki-%E3%83%9E%E3%82%B0%E3%83%8D%E3%83%83%E3%83%88%E3%83%84%E3%83%BC%E3%82%A6%E3%82%A7%E3%82%A4%E3%83%87%E3%82%A3%E3%82%B9%E3%83%9A%E3%83%B3%E3%82%B5%E3%83%BC-%E7%B4%84W7XD9XH24cm-4258/dp/B07MQDBCL3/ref=sr_1_2_sspa?crid=12S8FATC05LEE&dib=eyJ2IjoiMSJ9.5aIOEP2LuHG_D5uIcUoS7222iodUox8izUyIoaY9AE73rWmMFVYb4KO3E21zT96Lj4PKYrg5NNkZpBvTqkdHl31NrKfGwIyZMuzZx1onAGUcpv3krO4pWgnwMQRcO39f-RSE5M7kLSB5yhCCJ90WI0SLDnZD0p2Mqm6h0mnKdjT_TaLgWvUSRiL185kQl-zs_sxCFuJEpq2dd6-bUt9oO4liiTH_gamBancoj5qEomocMb6xmMl6zFdDAzE3oKdQj-Vh_bW_5CnVFl7svYVRYyUAzAp5I3EaURUvZsFW2ss.Ypq__PIe6965jJW2NrWdnkx4KrVnxWXua_DR7fjYFzQ&dib_tag=se&keywords=magnetic+dispenser&qid=1710685181&sprefix=magnet+dis%2Caps%2C216&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1	https://m.media-amazon.com/images/I/517c5EkVldL._AC_SX679_.jpg	1980	その他	4	1	5	2	3	3	3	3	3	3	3	4	3	3	3	3	5	1	1
2024/03/17 23:23:42	【正規品】 Herman Miller (ハーマンミラー) アーロンチェア オフィスチェア B(ミディアム)サイズ アルミニウム グラファイト(ブラック) BBキャスター AER1B23DWALPG1G1G1BBBK23103	https://www.amazon.co.jp/%E3%83%8F%E3%83%BC%E3%83%9E%E3%83%B3%E3%83%9F%E3%83%A9%E3%83%BC-%E3%82%A2%E3%83%BC%E3%83%AD%E3%83%B3%E3%83%81%E3%82%A7%E3%82%A2-%E3%83%AA%E3%83%9E%E3%82%B9%E3%82%BF%E3%83%BC%E3%83%89-%E3%83%9D%E3%82%B9%E3%83%81%E3%83%A3%E3%83%BC%E3%83%95%E3%82%A3%E3%83%83%E3%83%88SL-AER1B23DW/dp/B01MUZOWBH/ref=sr_1_6?crid=1T0MA7MISYZIC&dib=eyJ2IjoiMSJ9.VJmURRnPwGAVhez1XEWFIOGonCcVZGWmQ6eY4kWC6PNwYq7iyS6Jz__mIsNaKRmoG4RmVgJQqh_3NZRqEU5I3dIMNvIsGE5mCG6t6YJhF3vqG6VFWvHrHlS4DPHURHn7m1HzVmqJHG6yFormFrtTyu5O8hG3Eg9IysRbTOeMoiDGrJkhid879HvynpBwVQuelAWya5mmifrm9hErbRYJ-ZWsJi4cy7CPW2XcYiKt1XGxxsOxCKtg3Blp_oibI_zJFTetECtEO9NG67RJeS2yT9DhX-4_yqFx3CYZNVJYCeA.VXQdn9I7pRPf9ww7ikHBLrzv-poE1d_bJsczw54jKro&dib_tag=se&keywords=harman+miller&qid=1710685293&sprefix=harman+mi%2Caps%2C171&sr=8-6	https://m.media-amazon.com/images/I/81j1I6KcpbL._AC_SY879_.jpg	249929	インテリア	4	2	5	4	4	3	4	1	1	4	1	3	4	3	5	4	5	3	1
2024/03/20 0:35:16	SHIRO ホワイトリリーオードパルファム	https://www.amazon.co.jp/SHIRO-ホワイトリリー-オードパルファン-40mL-リニューアル/dp/B0BBLX55R4/ref=mp_s_a_1_2_sspa?crid=2K8AY61ZU0OFJ&dib=eyJ2IjoiMSJ9.Ac0a24SzO6owRfBEGGxg7mNF-p7ul8N7de2Q5WVVdRxf4BTqAzEAfwPzRIRUbd-6v95fgwAy1z7WTybyWJ0_x3k1XlbwKYp5ctVblW6FpzYjBL-Aprxa0hFu3GbPax6NLSXrWNRGHeceFE4_QDiUQRXcY2WvY2_CnGNfDSnMNvmE3EwwKHeGNLnVlDwLjrjJMB7Qx9GCn73kOATBZWFS8w.rfHshU8r6Eq3U6w7aPxC1WAsFWIY8awxpc_jd2ukX3U&dib_tag=se&keywords=shiro+香水&qid=1710862200&sprefix=shi%2Caps%2C219&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9waG9uZV9zZWFyY2hfYXRm&psc=1	https://www.amazon.co.jp/SHIRO-ホワイトリリー-オードパルファン-40mL-リニューアル/dp/B0BBLX55R4/ref=mp_s_a_1_2_sspa?crid=2K8AY61ZU0OFJ&dib=eyJ2IjoiMSJ9.Ac0a24SzO6owRfBEGGxg7mNF-p7ul8N7de2Q5WVVdRxf4BTqAzEAfwPzRIRUbd-6v95fgwAy1z7WTybyWJ0_x3k1XlbwKYp5ctVblW6FpzYjBL-Aprxa0hFu3GbPax6NLSXrWNRGHeceFE4_QDiUQRXcY2WvY2_CnGNfDSnMNvmE3EwwKHeGNLnVlDwLjrjJMB7Qx9GCn73kOATBZWFS8w.rfHshU8r6Eq3U6w7aPxC1WAsFWIY8awxpc_jd2ukX3U&dib_tag=se&keywords=shiro+香水&qid=1710862200&sprefix=shi%2Caps%2C219&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9waG9uZV9zZWFyY2hfYXRm&psc=1#immersive-view_1710862444759	4180	コスメ・ビューティー	4	4	5	1	3	3	4	1	1	2	1	1	4	3	3	1	4	1	1
2024/03/20 0:44:43	ネックレス	https://www.amazon.co.jp/マリークワント-MARY-QUANT-ハーフストーンデイジーネックレス-ゴールドピンク/dp/B07448MLMX/ref=mp_s_a_1_1_sspa?crid=5Q2MJ51IO35U&dib=eyJ2IjoiMSJ9.AQ9OLnADvJQHt3ulFb63CIgdSZHyS74oS4zVH0wowUv8NOOxub-NnkFKnbuj3wuLmApDZRp2C1fRMzb3t5BFHb7otFku0clDY1FfIVRU4ppNbBIlktMmHFR1xNuITIIqYTyPw-u4fscDzvytawLnG0Tf-vIKDYDKbDYM2Jfu8pVk925wOTUkHpxorlrsmtQAAEvHh4AathbWHp5ksScHluU64gD5u1GM_Eh6ijNxHly7yFWoCZ11sG4YP4s3mmecfqp_Q6TmL1GwZSf6t_MEA99_i7uYcx00TtfgTtVWDDg.rEiZHpEW2ZZPywJBC-5FaRMeiqSRdi_wMmHUUPDH35s&dib_tag=se&keywords=マリークワント+ネックレス&qid=1710862931&sprefix=マリークワント+ねっく%2Caps%2C169&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9waG9uZV9zZWFyY2hfYXRm&psc=1&smid=A3NTDGOHCY740A	https://www.amazon.co.jp/マリークワント-MARY-QUANT-ハーフストーンデイジーネックレス-ゴールドピンク/dp/B07448MLMX/ref=mp_s_a_1_1_sspa?crid=5Q2MJ51IO35U&dib=eyJ2IjoiMSJ9.AQ9OLnADvJQHt3ulFb63CIgdSZHyS74oS4zVH0wowUv8NOOxub-NnkFKnbuj3wuLmApDZRp2C1fRMzb3t5BFHb7otFku0clDY1FfIVRU4ppNbBIlktMmHFR1xNuITIIqYTyPw-u4fscDzvytawLnG0Tf-vIKDYDKbDYM2Jfu8pVk925wOTUkHpxorlrsmtQAAEvHh4AathbWHp5ksScHluU64gD5u1GM_Eh6ijNxHly7yFWoCZ11sG4YP4s3mmecfqp_Q6TmL1GwZSf6t_MEA99_i7uYcx00TtfgTtVWDDg.rEiZHpEW2ZZPywJBC-5FaRMeiqSRdi_wMmHUUPDH35s&dib_tag=se&keywords=マリークワント+ネックレス&qid=1710862931&sprefix=マリークワント+ねっく%2Caps%2C169&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9waG9uZV9zZWFyY2hfYXRm&psc=1&smid=A3NTDGOHCY740A	3565	アクセサリー	4	5	3	1	2	4	4	4	1	1	1	1	3	1	4	5	3	1	1
2024/03/20 0:48:12	ネックレス	https://www.amazon.co.jp/ガーグル-ネックレス-gargle-化学式【アドレナリン】化学式-アクセサリー/dp/B08D92QH7K/ref=mp_s_a_1_8?crid=ZJGI2CXKHBAG&dib=eyJ2IjoiMSJ9.CAVVGpy_gb8-Xp9Z7fVrGGZ4X2QSBX2uSYh4BaUoeNNFzvGbBCvyZs4bdTn64u-y_aDZ0DBZqyUsLiIChD6wA7RAyueNP-PSL6mW0ujNQhOGSjOHjMRmV63HCG9-YNrUgv80Xvdvqw1aaxAx1n8gfQWtaguZxSuXINWquEeTLcbML5VFt0QccLf1INYnztqgMFX27MUOvfSH2QdbBTDZwtfXs_HpDDWsPf31xYgjyJ9UdP0bikXDngfQMlliuTwyMzPDXcr_X47RmxP8iZ5xjwhESGLcoZfnbNZ6lbYDWu8.7_hMh7IB0bU_sZ8rxMwBBxveXPfmXZ_z6BewUCyCDvs&dib_tag=se&keywords=ベンゼン環+アクセサリー&qid=1710863110&sprefix=べんぜ%2Caps%2C189&sr=8-8	https://www.amazon.co.jp/ガーグル-ネックレス-gargle-化学式【アドレナリン】化学式-アクセサリー/dp/B08D92QH7K/ref=mp_s_a_1_8?crid=ZJGI2CXKHBAG&dib=eyJ2IjoiMSJ9.CAVVGpy_gb8-Xp9Z7fVrGGZ4X2QSBX2uSYh4BaUoeNNFzvGbBCvyZs4bdTn64u-y_aDZ0DBZqyUsLiIChD6wA7RAyueNP-PSL6mW0ujNQhOGSjOHjMRmV63HCG9-YNrUgv80Xvdvqw1aaxAx1n8gfQWtaguZxSuXINWquEeTLcbML5VFt0QccLf1INYnztqgMFX27MUOvfSH2QdbBTDZwtfXs_HpDDWsPf31xYgjyJ9UdP0bikXDngfQMlliuTwyMzPDXcr_X47RmxP8iZ5xjwhESGLcoZfnbNZ6lbYDWu8.7_hMh7IB0bU_sZ8rxMwBBxveXPfmXZ_z6BewUCyCDvs&dib_tag=se&keywords=ベンゼン環+アクセサリー&qid=1710863110&sprefix=べんぜ%2Caps%2C189&sr=8-8	1650	アクセサリー	4	5	2	4	2	3	3	4	4	1	1	1	1	3	2	5	1	4	1
2024/03/20 0:50:27	牡蠣のぬいぐるみ	https://www.amazon.co.jp/かわいい牡蠣クッション-手触りが心地良い-シンプルでスタイリッシュ-クリエイティブデザイン-クリスマスギフト、誕生日プレゼント、新年のギフト/dp/B0CHHVQ5V3/ref=mp_s_a_1_5?crid=2VN9NTENG08N0&dib=eyJ2IjoiMSJ9.jxAciv9HdtBIe-3oXw9K7uq61ikXnKQP09plDDG2rzILvehWrxFFeuUGJP6Du6gQ7LJgiGNF5MNjyNRd2EegUenLQyOlzWkCY59UytZ8TD2bbCyOZNYyBrh_tPwrpieq8Vi1WE7FEsuE9nZLaiwIIys2RGj_93LRwuOFbvbMqLIu5TqSkigV6PszNuvox-wQz94EaFwZxrDGV2ZHyvmZXg.XHqmcjWKYlCHOVlIRud5xGyu7OMv0O5Ne3D_bzdu-Fg&dib_tag=se&keywords=牡蠣+ぬいぐるみ&qid=1710863309&sprefix=牡蠣%2Caps%2C192&sr=8-5	https://www.amazon.co.jp/かわいい牡蠣クッション-手触りが心地良い-シンプルでスタイリッシュ-クリエイティブデザイン-クリスマスギフト、誕生日プレゼント、新年のギフト/dp/B0CHHVQ5V3/ref=mp_s_a_1_5?crid=2VN9NTENG08N0&dib=eyJ2IjoiMSJ9.jxAciv9HdtBIe-3oXw9K7uq61ikXnKQP09plDDG2rzILvehWrxFFeuUGJP6Du6gQ7LJgiGNF5MNjyNRd2EegUenLQyOlzWkCY59UytZ8TD2bbCyOZNYyBrh_tPwrpieq8Vi1WE7FEsuE9nZLaiwIIys2RGj_93LRwuOFbvbMqLIu5TqSkigV6PszNuvox-wQz94EaFwZxrDGV2ZHyvmZXg.XHqmcjWKYlCHOVlIRud5xGyu7OMv0O5Ne3D_bzdu-Fg&dib_tag=se&keywords=牡蠣+ぬいぐるみ&qid=1710863309&sprefix=牡蠣%2Caps%2C192&sr=8-5	1480	インテリア	4	5	5	1	4	1	3	1	4	3	1	1	1	3	1	5	5	5	1
2024/03/20 0:54:51	コップ	https://www.amazon.co.jp/Francfranc-フランフラン-オパール-モールタンブラー-ピンク/dp/B0C9BDB5WB/ref=mp_s_a_1_29?crid=5F15PFMJ586M&dib=eyJ2IjoiMSJ9.ddtr2G3zOmhuBFhsOQUPKJMZ9fqZT1IVubQ_UlIp6i3NcyUolpZrbP9q258zcU_lB54Qt9NgYNMq94u060h0cEnQb1kZHmZ7Vl1NIhoOKMNad9H7IEZ04OU4WVrs-a3fcA7UXlvXrhZu0vF0i-n-SqVxSodfv6obX-xqLlw9pQFooqFUYfewDRnHMgwjRblfHhgzM3IzXOeXQQ1v7M4_Zw._Xpd302SxOakNNvgAn0lDmITJWsUk8Y0tMV56g632Ts&dib_tag=se&keywords=francfranc+マグカップ&qid=1710863514&sprefix=francfranc+こっ%2Caps%2C184&sr=8-29	https://www.amazon.co.jp/Francfranc-フランフラン-オパール-モールタンブラー-ピンク/dp/B0C9BDB5WB/ref=mp_s_a_1_29?crid=5F15PFMJ586M&dib=eyJ2IjoiMSJ9.ddtr2G3zOmhuBFhsOQUPKJMZ9fqZT1IVubQ_UlIp6i3NcyUolpZrbP9q258zcU_lB54Qt9NgYNMq94u060h0cEnQb1kZHmZ7Vl1NIhoOKMNad9H7IEZ04OU4WVrs-a3fcA7UXlvXrhZu0vF0i-n-SqVxSodfv6obX-xqLlw9pQFooqFUYfewDRnHMgwjRblfHhgzM3IzXOeXQQ1v7M4_Zw._Xpd302SxOakNNvgAn0lDmITJWsUk8Y0tMV56g632Ts&dib_tag=se&keywords=francfranc+マグカップ&qid=1710863514&sprefix=francfranc+こっ%2Caps%2C184&sr=8-29	1400	趣味・ライフスタイル雑貨	5	5	5	1	2	1	4	4	1	2	1	1	3	2	1	5	3	1	1
2024/03/20 19:54:38	Etoluce（エトルーチェ）天然豚毛ヘアブラシ 絡まらないくし 頭皮マッサージ 日本メーカー つやサラ美髪 ブラッシングケア プレゼントに(コンパクト)	https://www.amazon.co.jp/Etoluce%EF%BC%88%E3%82%A8%E3%83%88%E3%83%AB%E3%83%BC%E3%83%81%E3%82%A7%EF%BC%89%E5%A4%A9%E7%84%B6%E8%B1%9A%E6%AF%9B%E3%83%98%E3%82%A2%E3%83%96%E3%83%A9%E3%82%B7-%E7%B5%A1%E3%81%BE%E3%82%89%E3%81%AA%E3%81%84%E3%81%8F%E3%81%97-%E9%A0%AD%E7%9A%AE%E3%83%9E%E3%83%83%E3%82%B5%E3%83%BC%E3%82%B8-%E6%97%A5%E6%9C%AC%E3%83%A1%E3%83%BC%E3%82%AB%E3%83%BC-%E3%83%96%E3%83%A9%E3%83%83%E3%82%B7%E3%83%B3%E3%82%B0%E3%82%B1%E3%82%A2/dp/B0C4SZ2GWF/ref=sr_1_45?crid=3DBMKVK4NCROJ&dib=eyJ2IjoiMSJ9.n7SOhOF_I4wHKIOJSw6-Dc57xTkZez8gMTV2pfKYORcUENGv6vdVCBQNkEn8KqWfAG5u2hRNAfrgE3M8EV5wcQH2TgaWTUZQgxUZ4N2zcfXJEfmGXmyJJN3kHWN2xFdd_3wtLIRTmri6uAgR9q1jH6WyUmj1fOPuetD6ImoT7428bFtGHP71benfujEoKOQKkvKGtmPvCzhe5qHXH5e3csAtRzCKgOhQZZPYHzLlH1JHY-fQn0t6tu9pU0OD1Vp2eeN0ZNwmzfJr1Ug77TmH07tisbFJtdLAJCKnHrstk9c.UlglvAdPZar1P8uVCYnsTx59_89lSlpircgI9IT_4O0&dib_tag=se&keywords=%E3%83%97%E3%83%AC%E3%82%BC%E3%83%B3%E3%83%88+%E5%A5%B3%E6%80%A7+%E4%BA%BA%E6%B0%97&qid=1710931926&sprefix=pureze%2Caps%2C212&sr=8-45	https://m.media-amazon.com/images/I/710mkZ-vLlL._AC_SL1500_.jpg	1580	コスメ・ビューティー	4	1	5	1	3	3	4	1	1	2	1	1	3	1	1	1	5	1	1
2024/03/20 19:56:59	MUQUA(ﾑｸｱ)	https://www.amazon.co.jp/%E3%80%90%E6%AF%9B%E7%A9%B4%E3%81%AE%E6%B4%97%E6%B5%84%E3%81%BE%E3%81%A7%E3%81%99%E3%82%8B%E5%85%A5%E6%B5%B4%E5%89%A4%E3%80%91MUQUA-%E3%82%AE%E3%83%95%E3%83%88%E7%94%A820g%C3%97-%E6%8A%9C%E7%BE%A4%E3%81%AE%E4%BF%9D%E6%B8%A9-%E3%83%92%E3%83%88%E7%94%B1%E6%9D%A5%E4%B9%B3%E9%85%B8%E8%8F%8C%E5%85%A5%E3%81%A7%E7%84%A1%E6%B7%BB%E5%8A%A0%E3%83%BB%E7%84%A1%E9%A6%99%E6%96%99%E3%83%BB%E5%9B%BD%E5%86%85%E7%94%9F%E7%94%A3%E3%81%A7%E5%AE%89%E5%BF%83-%E3%81%82%E3%81%9B%E3%82%82%E3%82%84%E6%97%A5%E7%84%BC%E3%81%91%E3%81%97%E3%81%9F%E8%82%8C%E3%81%AE%E3%82%A2%E3%83%95%E3%82%BF%E3%83%BC%E3%82%B1%E3%82%A2%E3%81%AB%E3%82%82%E6%9C%80%E9%81%A9%E3%80%82%E3%81%8B%E3%81%8D%E6%B7%B7%E3%81%9C%E3%82%8B%E3%81%A8%E6%B3%A1%E9%A2%A8%E5%91%82%E3%81%AB%EF%BC%81/dp/B0B286N6N7/ref=sr_1_3_sspa?content-id=amzn1.sym.50733a4a-0363-4d51-84b5-b890614f5bf2%3Aamzn1.sym.50733a4a-0363-4d51-84b5-b890614f5bf2&dib=eyJ2IjoiMSJ9._dqDyRVbO4rHJ4l3vHhpH5GNOjoghfzY1bpGfMW3r4K1RAMlgGjqZxwNyNbp06uL2fMdOOdV3jSZrWweKeynbUgnagD2EyWjtN84kwPOHHuBrqWzc8Te7WHQCkBSoC-iIaQJvrYgvxKBy7_GZWoU-D9HSmXiMmtkJGOv2I5Li3A-jYtemGBVSurQniIxQ0etFlHom7cds9gOqp-p4EES3yN6V0dFDntBlBM1_KsZqKBdza_bQO7Rbds7ZYH9WxeOeN9MTyyqd8BcbVW0FUOR_ZN6uKwcEOS__79YyfJbd8k.1ATHSYSEL893qXahuJfw5fvn0rlznv618LnZA8bgF1Q&dib_tag=se&keywords=%E3%83%97%E3%83%AC%E3%82%BC%E3%83%B3%E3%83%88+%E5%A5%B3%E6%80%A7+%E4%BA%BA%E6%B0%97+20%E4%BB%A3&pd_rd_r=5ead4695-78ee-4e2d-a72e-c33fa751fca4&pd_rd_w=EDDUm&pd_rd_wg=SlCR9&pf_rd_p=50733a4a-0363-4d51-84b5-b890614f5bf2&pf_rd_r=3RQCE3Y9SZ0ZX0BMCKBP&qid=1710932126&sr=8-3-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1	https://m.media-amazon.com/images/I/61ap8HPcYyL._AC_SL1500_.jpg	1982	趣味・ライフスタイル雑貨	5	3	5	1	1	3	3	1	1	2	1	1	1	2	1	1	5	1	1
2024/03/20 19:58:48	[UPCOT] 18金ネックレス K18ゴールド ネックレス レディース 人気 18金 ペンダント 母の日 誕生日 記念日クリスマス ギフト プレゼント 女性 ジュエリー	https://www.amazon.co.jp/UPCOT-18%E9%87%91%E3%83%8D%E3%83%83%E3%82%AF%E3%83%AC%E3%82%B9-K18%E3%82%B4%E3%83%BC%E3%83%AB%E3%83%89-%E3%83%8D%E3%83%83%E3%82%AF%E3%83%AC%E3%82%B9-%E8%A8%98%E5%BF%B5%E6%97%A5%E3%82%AF%E3%83%AA%E3%82%B9%E3%83%9E%E3%82%B9/dp/B0CJQRD3TZ/ref=sr_1_100_sspa?content-id=amzn1.sym.50733a4a-0363-4d51-84b5-b890614f5bf2%3Aamzn1.sym.50733a4a-0363-4d51-84b5-b890614f5bf2&dib=eyJ2IjoiMSJ9.q5tSPSMcb6BB1zIT9nEFHm4r_tKuq7hjuPks40AIcNWVfiYxk9u9CNGAsjJ5Bft38dACLM9L1gG8BvBVKd0u-kdo83JlhvwfczOEjO1fQX4zfjy72vYfeCYj9AS64vhjiMOWpV25p6nWs5D2JMUHuQDAYJti4J_ngXnL5pIJSohxO3J5AyWOf2Fr9Nyn9DD9oqwEcAKRPromouTG6vYZ-THZQgIHT5Krpx1ICZGEY_K4h465OJfqc1PJT6twNuu48HDBUdplpZbDXfU_28tpBsD3K7J0JkTL8qMhxSfJBjQ.RQnO4bLv-kjxgz1ZHCxjqYJrTBH63JZoZrPEfpMd5p8&dib_tag=se&keywords=%E3%83%97%E3%83%AC%E3%82%BC%E3%83%B3%E3%83%88+%E5%A5%B3%E6%80%A7+%E4%BA%BA%E6%B0%97+20%E4%BB%A3&pd_rd_r=5ead4695-78ee-4e2d-a72e-c33fa751fca4&pd_rd_w=EDDUm&pd_rd_wg=SlCR9&pf_rd_p=50733a4a-0363-4d51-84b5-b890614f5bf2&pf_rd_r=3RQCE3Y9SZ0ZX0BMCKBP&qid=1710932248&sr=8-100-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&psc=1	https://m.media-amazon.com/images/I/41LoiY2anKL._AC_SX679_.jpg	16560	アクセサリー	5	1	1	1	1	5	5	5	5	1	1	1	1	2	5	5	1	4	1
2024/03/20 20:00:32	ORBIS(オルビス) エッセンスインヘアミルク 洗い流さないトリートメント ヘアミルク 美容液 本体 140g 1.本体	https://www.amazon.co.jp/%E3%82%AA%E3%83%AB%E3%83%93%E3%82%B9-ORBIS-%E3%82%A8%E3%83%83%E3%82%BB%E3%83%B3%E3%82%B9%E3%82%A4%E3%83%B3%E3%83%98%E3%82%A2%E3%83%9F%E3%83%AB%E3%82%AF-140g/dp/B06WLJYWF7/ref=zg_bs_c_beauty_d_sccl_2/358-7651290-3628246?pd_rd_w=7zXG0&content-id=amzn1.sym.5cd03a53-ab67-4cb4-9574-67e14c96f1e2&pf_rd_p=5cd03a53-ab67-4cb4-9574-67e14c96f1e2&pf_rd_r=SN3DDY4F19RP5KVJQJBN&pd_rd_wg=csmI2&pd_rd_r=65fffa13-70fb-4bb9-bf19-f5b49ba93920&pd_rd_i=B06WLJYWF7&psc=1	https://m.media-amazon.com/images/I/41+UMFS-W3L._AC_SL1500_.jpg	1254	コスメ・ビューティー	5	4	5	1	1	3	3	1	1	1	1	1	1	1	1	3	5	1	1
2024/03/20 20:04:12	母の日 父の日 純系 名古屋コーチン 燻製 3種 セット 化粧箱入り 国産 高級 地鶏 ギフト 冷蔵 34 快気祝い 粗品 コンペ 景品 敬老の日	https://www.amazon.co.jp/%E7%B4%94%E7%B3%BB%E5%90%8D%E5%8F%A4%E5%B1%8B%E3%82%B3%E3%83%BC%E3%83%81%E3%83%B3-%E5%90%8D%E5%8F%A4%E5%B1%8B%E3%82%B3%E3%83%BC%E3%83%81%E3%83%B3-%E7%87%BB%E8%A3%BD%E3%82%BB%E3%83%83%E3%83%883-600%E5%86%86/dp/B00AK87N0W/ref=sr_1_52_sspa?crid=1FOPKTXQV821O&dib=eyJ2IjoiMSJ9.yRKMKNV43IjMNjTemehtOmVTORnBQITHzfgewyIucJ_Jg_ZXDtBojBhS06qlpbj4_eil3z1zw2YNcrrrmScUu9fnCi-79ZABEz1DnYEkLJjqIDDVu3CTLQ0mGNh3Z15w9HDM_nhYwYdsMfJ--zSEdb34vJoDIJUDWQTgFUPL1bu6Pr5jzisS6tgPZrrhhadp691NEaayMxIHK4v5dy3PjcrxnwYtIXK841yNPUjJU5Pwmi3j0zv4P8kZ8F2U92pKEqKh_CBdRYMQsUM6rKLv6EwmfVVq3hvqInePXP47aYI.nM6LUdb1bpLx-RQ_vcDWLHDEZ_T3ajjvPjVMGCGwi88&dib_tag=se&keywords=%E8%AA%95%E7%94%9F%E6%97%A5%E3%83%97%E3%83%AC%E3%82%BC%E3%83%B3%E3%83%88%E5%A5%B3%E6%80%A7+%E4%BA%BA%E6%B0%97&qid=1710932564&sprefix=tannjyou%2Caps%2C231&sr=8-52-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&psc=1	https://m.media-amazon.com/images/I/61Lh8x4p8-L._AC_SL1200_.jpg	4280	食品・スイーツ	2	1	5	1	3	2	5	1	3	3	4	1	1	3	3	1	3	4	1
2024/03/20 20:06:24	【リンベル公式】北海道七つ星ギフト カムイ カタログギフト 高級 お取り寄せ グルメ 北海道 物産 ギフト 贈答 内祝い お礼 母の日 父の日 お中元 敬老の日 お歳暮	https://www.amazon.co.jp/%E3%80%90%E3%83%AA%E3%83%B3%E3%83%99%E3%83%AB%E5%85%AC%E5%BC%8F%E3%80%91%E5%8C%97%E6%B5%B7%E9%81%93%E4%B8%83%E3%81%A4%E6%98%9F%E3%82%AE%E3%83%95%E3%83%88-%E3%82%AB%E3%83%A0%E3%82%A4-%E3%82%AB%E3%82%BF%E3%83%AD%E3%82%B0%E3%82%AE%E3%83%95%E3%83%88-%E3%81%8A%E5%8F%96%E3%82%8A%E5%AF%84%E3%81%9B-%E6%95%AC%E8%80%81%E3%81%AE%E6%97%A5/dp/B0C12TGWZT/ref=sr_1_26?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=CBG42XSDGZ7D&dib=eyJ2IjoiMSJ9.tmw515G2SbB4zpZfrwUEOGqERqb67-IVClI1e-LFh46SBS_O_wt-TJWCsQPTOTx72vZna8WeozQpxV3eP8wEkt7UYaqhJeHrEC_WLr5JA0moh7wRvQOl55AcQWhFlTCFmXJ05EEAUTj4buwLHh5rog1cIHm1YImQRIgHZPHm77CgjpRaqmG7_FzfwN65oELo3Xm22G9W7_93N1PESb5biIsi-EBBYUCKal4cDKB7cxL36JuiQYCTUPyK09iv3dA-kUVsRlGxAxPA8a0PnqFAAD1CZ1dCOGSTo4MPACFPuFg.nlThz7p3MUwWWLqp_AoPnfpLHtrDutBHJcvwFFmxpoM&dib_tag=se&keywords=%E3%82%AE%E3%83%95%E3%83%88%E3%82%AB%E3%82%BF%E3%83%AD%E3%82%B0&qid=1710932675&sprefix=%E3%82%AE%E3%83%95%E3%83%88%E3%82%AB%E3%82%BF%E3%83%AD%E3%82%B0%2Caps%2C201&sr=8-26	https://m.media-amazon.com/images/I/61jKzqbfm+L._AC_SL1300_.jpg	5500	食品・スイーツ	3	1	5	1	2	3	4	1	1	2	3	1	1	3	3	1	5	4	1